date,quarter,title,pros,cons,category
15-Dec-16,4,machine tech II,decent pay and great coworkers,bad benefits and low employee worth,
16-Dec-16,4,Getting Worse,"Some very good, dedicated peopleLots of different technologies corporate wide",Low payConstant threat of layoffsBenefit cutsExpensive health insuranceCEO pay and bonus seems unlimited while workers suffer,
16-Dec-16,4,Sr. HRG,Good team membersCareer opportunities within divisions,Unsure about the future with current management style,
16-Dec-16,4,Formerly good company in disarray,"Not great, but adequate payMany good co-workers","Poor and inadequate communication by leadershipLeadership indecisivenessLeadership too much into detail; perceived lack of trust in employeesSignificantly reduced benefits; layoffs; furloughs all to make target profit vs. accomplishing through revenue growthInability to get project funding due to budget cutsDe-banding of positions and reduced headcount results in fewer opportunities for advancementSignificant exodus of key top talent performers; ""brain drain""",
17-Dec-16,4,Applications Specialist,Tuition Reimbursement. Good Networking events,Constant leadership changes/ restructure. Furloughs,
17-Dec-16,4,Look elsewhere,Very few at the moment. Except for the fact to CEO is moving on finally. And this wants me to provide more gab 20 words to benefit the readers but there are no more pros to list,"Poor benefits, minimal if any merit increases, last minute furlough notification, knee jerk reactions to conditions instead of mid to long term considerations.",
18-Dec-16,4,Motor T Mechanic,"Stable work hours, fair supervisors and a good culture of co-workers",Consistently understaffed and regular temporary transfers between prepositioned ships where the work was behind,
18-Dec-16,4,Technical Manager,Good people to work with;,"Upper management had poor planning for future work. The benefits are being severely reduced and raises are pathetic. The company continues to blame the economy, while at the same time making huge profits.",
19-Dec-16,4,Are not treating employees the way they should,I think it is a Good industry name and you can network across the company as well as other companies around the world.,They have been cutting back and have a Lack of resources for all departments causing long hours and project delays which will affect morale.,
19-Dec-16,4,Not what it appears to be...,"I have nothing to offer at this time. All of the pros, the company has taken them away.","Too many processes that stand in the way of actually delivering.Forced furloughs, lay offs, bonuses, retirement and medical benefits cut. While senior leadership continues to have half million dollar week long- get away in California!",
19-Dec-16,4,Employees < Shareholders,The paychecks haven't bounced yet.,"Management continues to chase short-term dollars in a myopic exercise to increase shareholder value. In the process, they continually overwork and push employees to deliver with no reward. As a thank you for a year of hard work, long days, urgent calls in the middle of the night, and weekend travel to other sites; senior leadership is instituting a manual furlough (unpaid time off work) the first week in January. They are also not modifying delivery expectations and somehow, programs and projects will magically continue to progress despite no effort.This review is long on the short, but the work life balance, policies, and way people are treated is appalling, and many have been here so long they don't know any better. There's no way Honeywell can transition into a top-flight software company with their current mentality. There's no vision; and if there is one out there, it's certainly not shared.They've brought in some incredible talent with the lure of building some massively innovative products; but each of those products requires a death march of a project to get them done and a LOT of people are fed up. Expect the smart and capable ones to start jumping ship in early January when other companies ramp up their hiring.DON'T LISTEN TO THE BS RECRUITERS GIVE YOU, THIS PLACE IS A PRISON WORK CAMP!",
20-Dec-16,4,Interesting Work but Worst. Leadership. EVER.,"Salary is acceptable. Projects I've worked on have been multi-disciplinary, technically challenging, and overall interesting to work on.","The leadership is tanking this company. I never knew this level of low morale was even possible. Most attribute it to the insatiable greed of the outgoing CEO. He is trying to ensure his retirement comfort through the furloughs, layoffs, reduction in benefits, salary freezes, etc., that have been going on for years now. The company is doing well, but he is milking every dollar for the bottom line he can with these unsustainable hardships on the employees. I can't imagine there has ever been a company that has cared less about their employees. Also, management cares more about the number of overtime hours you put in, rather than any output of value or quality of work. This contributes to a terrible work culture and general lack of work-life balance.",
21-Dec-16,4,Honeywell Review,Location. Laid back work environment. Don't usually have to work OT.,Actively reducing US census. More interested in reducing cost than providing a quality product. They live quarter to quarter. Actively reducing workforce (RIFs). Periodic furloughs.,
22-Dec-16,4,Former Honeywell,Great Development Leadership program was offered right after graduation,Lots of competition for promotions,
22-Dec-16,4,Analyst,Co-workers!Hard to say more much moreBeen there many years and survived previous furloughs. Had enough of the instability while Cote gets his full retirement and comp package,FurloughsNo merit increases last last few yearsRIFsTop heavyOverburdened with processes and no elimination of duplicate/redundant reports and deliverables,
23-Dec-16,4,Corporate does not seem to care about employees,People I work with are great. Everyone works together to get the job done and meet our goals. Very good work life balance.,Benefits not the greatest. Corporate hides a lot. No communication of why certain decisions are being made. We are losing a lot of very good young engineers due to corporate decision and lack of explanation.,
25-Dec-16,4,Software Engineer III,"Good Technical work - home automation, etc","Low salary, no bonus, terrible health insurance. Non-Technical first level management.",
26-Dec-16,4,Unnecessarily Stressful,"Honeywell offers fair pay, good work experience, decent benefits, typical vacations, and holidays off. You can learn much there. It's a good place to get work experience.","I worked in Supply Chain Management at HON's Tempe, AZ site. High stress. No matter how much you do, it's never enough. We abused suppliers, squeezed every dime from them. Management makes unreasonable demands is if they're not met, the employee career is threatened. This is a metrics driven company. Employees are under constant fear of layoff (typically around the Holidays every year). It's a terrible, stressful environment. You've been warned.",
26-Dec-16,4,What is going on with this company?,-It's a job I guess and they still let you use the bathrooms for free,"Where to start? Possibly the worst engineering company you could ever work for.Expect to see furloughs on a periodic basis while the CEO gets record bonuses for record profits. Expect to be overworked and underpaid. Expect to be asked to put in ""undocumented overtime"" so that no additional people need to be hired on.Expect to get a demerit if you use your sick time.This company is an utter joke - maybe at one point Honeywell was a great company to work for..but that was long long ago.",
26-Dec-16,4,Unsatisfied,Was a great company,Everything has changed. Seem to be all about the money.,
27-Dec-16,4,Not so concerned for employees,Lean processes and Honeywell Operating System creates a standard work environment where expectations are well know and communication freely flows from one area to another.,Company is very concerned about the bottom line to the detriment of employees. Large variances in salaries for same jobs. Reliance of contract hires with reluctance to hire or convert employees to permanent. Standardization creates machine-like workforce who no longer are able to think for themselves or solve problems quickly and efficiently.,
29-Dec-16,4,IT Manager,"Great experience working with large-scale platforms; scale was enormousPlenty of new opportunities, responsibilities and roles to explore",Demanding hoursPay scale was not commensurate with work or market standardsVery political environment- too much time spent looking for next job or protecting current job due to realignments/reorgs/layoffs,
29-Dec-16,4,engineering manager,Great team of people doing the actual work.,Benefits keep getting worst year over year. Constant threat of your job being outsources and new furloughs. The company is trying to get employees to believe working for Honeywell is a privilege and one of the company benefits. The constant reorganization has left managers unsure what their roles are. In over 40 years of work experience I have never seen a company with global moral as low as Honeywell.,
29-Dec-16,4,"Poor Management, poor communication",Used to be a great place to work,The healthcare plan is awful. They nickle and dime you for everything,
30-Dec-16,4,Excellent company to work,Professional environmentGood work balanceGood opportunity to grow,There is nothing significant to mention,
30-Dec-16,4,They really don't care about you,Company car that I pay almost $200 per month forGood rates for life insuranceGood co-workersAppreciative customers,"You are nothing but a number. It took over a year to get to new hire orientation, and in that year I went through three managers. The first two never even had time to give me the time of day, the third acted as though I should be completely up to speed on this incredibly complex company and industry with zero training and support. The pay structure is laughable, bonuses are impossible to get because the growth number they expect from the sales rep are literally five times the number that the company projects as a whole. Constant pressure and micro management. Layer upon layer of middle and upper management. Seriously, its a nightmare...Oh yeah, how about the benefits. They only offer high deductible health plans. So my family had to pay $400 per month for medical insurance, plus a $3000 deductible before they paid for anything but routine checkups. Meanwhile the CEO gets a huge raise and Honeywell pulls in billions in profit. And NEW FOR 2017! Honeywell makes no contribution towards dental! Oh yeah, and when they eventually match your 401k contributions after a year, they do it with Honeywell stock! So if you want to invest in something else you have to go in and sell that stock and reinvest it.",
31-Dec-16,4,Product Manager,Large diverse company provides a lot of opportunities to get varied experience across multiple product types and industries.,Upper/executive management is clueless in regards to what's important to employees and often delivers tone deaf messages and mandates to the working staff. Employees feel unvalued due to recent losses in flexibility and benefits; we're just head count.The atmosphere has recently become very high-pressure as expectations to increase quickly top line growth are hampered by excessive processes as well as an inherently slow industry such as Aerospace.,
01-Jan-17,5,Good work life balance,Good exposure to new technologiesExcellent work life balanceCompetitive pay,"Depending on the business unit, sometimes career shift becomes difficult.",
01-Jan-17,5,advancement at a minimal,Great Pay and Benefits! Great team of fellow technicians!,They invest in their employees but once life changes effect an employee they are quick to terminate without help!,
02-Jan-17,5,Manager,Nice people. Can keep your airline miles. Bathrooms are kept clean. Cubes are clean. Starbucks coffee is available in the cafeteria. Pop is free. That's the best I can do here...,"Worst company to work for. Ever. Horrible environment, terrible leadership, no respect for employees. No benefits or appreciation for anything employees do. Furloughs, no raises, terrible bonus. Very stressful, no work/family balance. No work from home policy. A culture of dishonesty with leadership and caring more about their egos than having an honest conversation about how to fix problems. Can't hire decent smart people because they are so desperate to fill roles after a hiring freeze. I have more than 25 years experience in my field and I would rather work at Menards as a cashier. This place is dismal all over the company.",
02-Jan-17,5,Ruthless Company,401K matching but that will probably go next since that is pretty much all that is left.,"No working from home anymore, even for workers that were full time remote but you must drive in to some random office. It's CONTINUOUS lay offs, pay cuts, no raises, benefit cuts... I mean continuous!! Now we have ""unlimited"" vacation meaning you are entitled to NONE and encouraged to log all of your unpaid OT. It's a contest of who can spend the most hours in the office with no vacation or flexibility and only the winners will end up with a job. The health insurance is very expensive with no HSA contribution and no dental.",
04-Jan-17,5,Average,"On the whole, people were friendly and the interview process was fairly standard.","Multiple reorganizations in the time that I was there, direct management often off-site and not very communicative. Too many people in upper management that don't assist smaller facilities in meeting goals.",
05-Jan-17,5,Could have been better,The people you work with on a daily basis are great to be with. Many front line workers and supervisors give 100% and pour their hearts into the job.,"In a 2-year period, several key positions left Honeywell-Norcross including the Site Leader, Safety Manager, HR Director, Quality Manager, HOS Leader, and Materials Manager. So what's wrong? Top Leadership at this location for one and everyone coming to visit having different opinions on the same subject (HOS). Creates chaos and eliminates company loyalty.",
05-Jan-17,5,If I was provided with more training I would have enjoyed the job.,"Honeywell has pretty good benefits. You will not work weekends, it's Monday through Friday. You will receive an aggressive employee discount within the branch.","I've never worked for a company that provides very minimal amount of training. Vendors would rarely come in to train, if they came in it was to meet a ""visit quota"" and leave very shortly after dropping off flyers. If you're new to the security industry this job will be a huge challenge for you. Also, you will take numerous calls a day. There's very minimal branch traffic as ADI provides drop shipping and overnight shipping. It's also team commission, so if you're use to holding your own destiny, you now rely on your team to sell and seek out new business. There's absolutely no way that they could structure commissions on an individual level however due to the size of their customers accounts.",
05-Jan-17,5,I have never felt less valued at a job.,Hard to think positively through the continuous rain of blows to my wallet.,Essentially the hourly earnings HW owes to me just dropped 10%.,
06-Jan-17,5,Honeywell Aero Engineering,Interesting work and reasonable Manager.,"Corporate Benefits, furloughs, changes to policy. Vacation increase after 5 years.",
06-Jan-17,5,"Competitive, so far","Solid company in its industry, with good products.",Does not cater to the employees. Every year less privileges. Hard to advance.,
07-Jan-17,5,Systems Eng III @ Honeywell Aerospace,"Competitive Salary, Location, Benefits, Performance Bonuses, Flexible Work Hours, Apply Embedded GPS/INS (EGI) to various Military Aircraft which included R&D, Requirements Development, Static & Dynamic Testing and Troubleshooting issues in the field. Many Engineers spend entire career with company.",Most Engineers in department have many years experience which makes it difficult to relate & communicate. Layoffs are too common and furloughs are required depending on status of Aerospace finances.,
07-Jan-17,5,Engineering at Honeywell,Established Global Leader in Aerospace products,Process Heavy and metrics driven,
08-Jan-17,5,Continual decline in employee morale,"On a team level, all is good. Work is interesting, team is cohesive.","Furloughs, layoffs, loss of flexibility, etc are choking out employee morale",
08-Jan-17,5,Could be better,If you can get on a good team with an understanding manager the company is a decent place to work,company is too focused on pleasing Wall Street and is loosing talent as it doesn't take care of people. Dreams of being a software company but too much politics and layers to be able to make quick decisions that are needed in a software industry.,
08-Jan-17,5,Honeywell is changing for the worse,As of now there are none,There is no more flexibility.,
09-Jan-17,5,Engineer,Was a good company at one time,continual squeezing of employees. Offshoring work,
09-Jan-17,5,maintenance,I have nothing good to say about this company.. the worst I ever worked for,"terrible place to work.....no job advancement, low pay. no raises, the management team could care less about there people....I have been here 10 years and dread waking up for work every morning",
09-Jan-17,5,"run, do not walk to the next comapny","If you are here, find a new company",Do not come here if you are smart,
10-Jan-17,5,Great Company,"Great management support,Great pay,Opportunities to branch out within fieldWould definitely recommend the company/position all in all","No pensions,Salary growth year to year is slow,Upward movement isn't always clear,Surrounding union environment complicates things (position is non-union)",
10-Jan-17,5,Not so hot,The company is very safety concoius401K match,Salary compared to other companies.BenefitsMoral,
10-Jan-17,5,Lead engineer,Good growth oppurtunities and work culture,No remote policy. And low pay,
10-Jan-17,5,Machinist II,Everyday is a new job...always something different. Loving the concept of NOT being routine...,Too many chiefs not enough Indians...worried about layoffs,
11-Jan-17,5,Associate,Lot of overtime and ability to learn a lot of different jobs and skills. Machining and assembly processes are on site together.,no job security at all. No permanent job openings available to temps working at the company for years. No benefits and pay is okay but could be better.,
12-Jan-17,5,Honeywell-Aerospace (Phoenix),High career growth opportunities and development exposure,Short term metrics driven culture can drive long-tern counterproductive behaviors,
12-Jan-17,5,Honeywell Review,"Co-workers are great, the pay is reasonable and management does a good job of providing work and supporting workers as needed.","Honeywell Corporate has decided to layoff some employees, though the layoffs have been somewhat targeted.",
12-Jan-17,5,Used to be a great company,Has many loyal and hard working employees with great teams to work with. Honeywell has always been able to seek out talent. There is a very nice onsite gym which is a great benefit. There is ability to move up within the company if you apply yourself.,"Multiple Furloughs, Layoffs (RIF's), Reduction in benefits, So much change (recent re-org) in management, Seems to be no loyalty to employees and retain talent/knowledge, very low company morale.",
12-Jan-17,5,Not A Good Place to Work,"The company pays their employees very wellIf you like structure, Honeywell has their HOS (Honeywell Operating System) culture that they shove down your throat at every opportunity. It is so rigid that you have to carry a pamphlet with your daily/weekly duties with you everywhere you go and mark off what/when you performed the task so management can review it when they ask for it to make sure you're doing your job.","Benefits stink. High deductible insurance policy with HSA, 401K after 1 year of employment, very little time off for new employees.Company lacks the value of time management skills for their employees.Honeywell loves meetings. If something is going wrong, there's a meeting for that. If that's going wrong, need to have another meeting for that. They get so caught up in meetings that there is no time to actually work on what you're supposed to be doing to make sure things get accomplished/fixed.Management acts aggressively towards their employees and expects them to work 12 hour days and gives employees a difficult time if they don't come in ""early"" or stay ""late"".",
12-Jan-17,5,Horrible Treatment of Employees,Career advancement (as many folks are leaving)Good people on teams,Depleting Benefits (annually)Work Life balance horribleLeadership changes constantlyHired under a Work@Home and they suddenly remove it and force you to commuteForcing retirement of long term loyal employees...the list goes on,
12-Jan-17,5,Program Manager,Looks good on your resume. My manager was very nice. I did not have to work because there is no sense of urgency anywhere.,Too many to list them. A million organizational problems. All surround decentralized operations. Onboarding was horrendous. Hiring processes are out of sync with market. Company is still doing things the way they always have.,
12-Jan-17,5,Assembly Technician,All of the people that I worked with,"Upper management is a joke! There is an extremely high turnover rate of cell leaders, but what do you expect when salary people are expected to take a week off without pay once every quarter. The health insurance is nonexistent when you look at what you have to pay every week and the extremely high deductibles. It is just a terrible place to work!",
12-Jan-17,5,Not a good company to work for,"Nice physical work environment - facility and grounds. Workout facility onsite, cafeteria onsite. Decent grounds keeping. Attractive location without traffic issues.","Very little job security, more and more ""benefits"" taken away, poor management, tons of busy work and red tape, make no effort to treat employees well, Performance and Development system is a joke",
13-Jan-17,5,Not the Same Honeywell,"Great opportunity to learnGreat co-workers, many dedicated employeesGood pay, benefits used to be excellent but started chaning the past few years","Short term financial focus is driving bad behaviors in leadership - saw situtations where layoffs were required dues to financials and right after the end of the quarter sites were scrambling to fill hourly positions. Site Leaders have thankless jobs!!!Short term focus negatively impacting what started out as a positive step forward, i.e. Honeywell Operating System. Its all about end of month / end of quarter.Exodus of alot of good talentWork environment became toxic over past couple years",
14-Jan-17,5,Manager,in some cases to have someone placate you feels ingenuine and is a promoter of distrust. It is best to seek clarification rather than let the seed of distrust grow.,"based on kinship, but its original English meaning reveals the Latin source of the word: favoritism shown to nephews. It comes from the Italian word for nephew, nepote",
14-Jan-17,5,HTSI review,"Challenging, stable, we'll compensated, aerospace management","Political, top driven, middle management,",
14-Jan-17,5,Global Program Manager,"Good Pay, Exciting Industry, Great Products","Poor Managerment, Outsourcing of Domestic careers, decreasimg benefits",
14-Jan-17,5,Hope,"I've been here at Honeywell before it was Honeywell. We used to be Fire-Lite / Notifier by Pittway. So its safe to say I've been here for more then 15 years. I love my job, I've had the great luck of getting awesome managers as I climbed the latter. Most of the people I worked with have been great team players. I take pride that this job we do help save lives. We have a great personal relationship with our customers & I believe that has helped our end of the business continue to be successful.","Working for Honeywell has been like going to war, you hate the war and you want to leave but you feel that you're doing a job that's meaningful and you don't want to leave your men behind, you feel needed, so you stay in the fight. Leaning practices have given the place a feeling of gloom & doom. Many have left on their own, some have been laid off. In general the whole US workplace have become unsecure, I don't believe anyone has a secured job anymore and that holds very true here as well.",
15-Jan-17,5,Experience at Honeywell,Its a well known company and well respected in the industry.,"Honeywell does not accommodate requests to a great extent. Hence, I had to part ways with the company.",
15-Jan-17,5,Directing P&L for $150M business,Good comradeship and highly technology business that provides employees with a sense of accomplishment. Reasonably OK and benefits but most employees reason for working there is their sense of accomplishment on high technology programs,Old industrial company that has become exceptionally risk averse. Recently the company morale has become sluggish due to frequent unpaid work interruptions and the associated expectation for future losses in personal income predictability,
15-Jan-17,5,Management,"Have learned management skills and tools, like communication and accountability through daily Tier Board meetings and 5S organization for efficiency and Rapid Problem Solving and Injury management.","Instability.....mandated non-paid furloughs for management twice per year; mandatory 60 hour work weeks for factory workers; result: insecurity, financially and emotionally. changed suppliers to one that could not keep parts coming, workers standing and waiting for weeks.",
15-Jan-17,5,Honeywell,Good people to work with.,Lots of layoffs and instability in some business units.,
16-Jan-17,5,Great Company,A lot of benefits and great team work,Salary is under the national average,
16-Jan-17,5,Controls Tech,Alot of training opportunity. Good managers,"Low base salary, hard to move salary up without leaving company then coming back.",
16-Jan-17,5,"Good work, good people, upper management could use a course correction but will likely never have one","Good quality of life, interesting work, good people, collegial atmosphere","Funding for projects is very hard to come by, especially in the US, even when those projects are stated management priorities. It really feels like management thinks of the employees as liabilities rather than assets.",
16-Jan-17,5,Terrible Company to work for,Salary is pretty decent overall,Poor Medical BenefitsPoor Time/Family BalanceExtremely Poor Management,
17-Jan-17,5,Mechanical Engineer II,Great people to work with. Senior engineering folks are willing to spend time helping you learn.,Layoffs and furloughs. Uncertain future in Aerospace.,
17-Jan-17,5,Production Support Engineer,Very metric driven organization on efficiency and profit generation. Diverse product lineup from avionics to propulsion turbo fan engine and competitive in turbocharger segment.,"Directors and Managers lack real leadership skill, good old boys club and they only care their own success instead of providing clear objectives for the team. Zero growth opportunities if you can survive rounds of furloughs and RIFs.",
17-Jan-17,5,The Bottom Line Trumps Everything,Good place to gain experience in basic engineering practices and processes. There's opportunity for growth within certain segments.,"The bottom line numbers trump everything; practices to show growth/revenue targets were met go to the point of being detrimental to the long term viability of the business. Aside from deleterious accounting/business decisions, three furloughs and two layoffs in 2016 within the Aerospace unit did little to raise the declining morale.",
17-Jan-17,5,Project Analyst,Good people and working conditions,Lack of strategic goals and long term vision.,
18-Jan-17,5,General Comments,"Highly bottom line results drivenHigh Talent people who work very hardLarge, diverse range of businesses and career paths","Numbers driven, not customer drivenLarge corporate overhead",
18-Jan-17,5,Security Compliance Generalist,Always something to learn-must be detail orientated,"Overworked, security is usually the last to be brought in on discussions",
18-Jan-17,5,Aigt,"Unlimited vacation, flexible hours, great culture etc","Furlough, no bonus structure for levels below manager",
20-Jan-17,5,Honeywell,Great for travel around world,Little to no upward movement. Slacking on annual pay merit increase,
21-Jan-17,5,Excellent Growth Potential and Purposeful Culture,"Excellent strategic plan alignment to project prioritization and role responsibilities, global travel opportunities, continuous improvement culture, well managed for growth, world-class Human Resources (HR) leadership and end-to-end thinking","Benefits are not competitive, but this can be mitigated by focusing on interesting work, delivering results and excelling in Honeywell behaviors to achieve a desired standard of living.",
23-Jan-17,5,Excellent benefits and training,"Excellent benefits, 20 hrs required training a year and excellent Learning Center. Good employee development and growth opportunities.",Sometimes unrealistic expectations on resources needed to support implementations in timeframe expected.,
23-Jan-17,5,Good Long Term Company,"investing in technology, M&A, focused on growth",Large and sometimes very slow to react in markets,
23-Jan-17,5,Software engineer,Steady work. Good people for the most part.,"Low pay , overtime with out pay, stressful environment",
23-Jan-17,5,Not a human,Fellow employees - the people you work with on a day-to-day basis are intelligent and respectful,"Health plan - high deductible, high premium plansJob securityFurloughs""Unlimited"" vacation policy - managers can approve or reject vacation requests due to ""business needs"", no protection for employees against managers abusing veto power to meet unrealistic expectationsUnrealistic expectations - poor scheduling, upper management gives deadlines not bounded by realityHigh-level management - new CEO has no experience with aerospace timelines (long development)No employee development - employees are treated as resource numbers, not peopleDiscriminatory - titles and pay rates not equal across genders and races for the same experience level/work quality",
24-Jan-17,5,Lead Scientist,I enjoyed working with the employees,The performance reviews are one sided,
24-Jan-17,5,procurement specalist,Follows laid down procedures in most cases.,Salary can be better. Office bus service limited. Indian management tries to be over smart at times compare to other global offices.,
24-Jan-17,5,Software Quality,Fun stuff to work with,Management that doesn't care about employees,
25-Jan-17,5,Great company to work for,Excellent company benefits and pay,Too much mandatory over time,
25-Jan-17,5,Have changed a lot in two years,"It started with great work, opportunity to develop skills and learn from very smart people (two years ago)I can't find any. Maybe the paycheck ?","Constant layoffs, furloughs make environment very toxic. Lots of rumors and gosip make it hard to work because unfortunate they become true eventually. I would stay away from this company unless you have no other options. No raises and fear of being layoff leaving your team to figure out things without you.",
26-Jan-17,5,Production Planner II,"Great Co workers, Good Pay, Good Training","No Dental, Bad Benefits, Furloughs",
26-Jan-17,5,Morale,Global Company many opportunities exist if your willing to stick out the bad times until the jobs come back around!,"High Deductible Health plan, 401k, messing with the former retirement plan. No longer a retirement plan available for new hires.",
27-Jan-17,5,Field Service Advisor,"Great training program. Excellent on-site opportunities. Massive projects. Opportunity to work in cross-functional teams. Salaries higher than what market offers. If your manager coaches you well, you can climb the corporate ladder really fast.","Not much interest in employee retention. Performance reviews are solely based on external feedback. Manager has very little role to play in employee's performance and motivation. They are least concerned. They do not try to find time to speak with employees if they receive negative feedback. They do not bother to check if they feedback presents only one face of the coin. Other than the performance reviews, most processes are fairly organized.",
27-Jan-17,5,senior pwb designer,great people to work with,"very stressful position, lots of pressure",
27-Jan-17,5,The messages from SBU leaders were conflicting,The team was cohesive and worked very well together. Endured an amount of trials and tribulations and everyone pitched in to ensure we met our goals,There was always a concern that you could be laid off. It really messed with morale and the smart emplyees started fleeing the company because they saw the writing on the wall,
27-Jan-17,5,Honeywell Review,The people that work here are always willing to help you understand the company and its products.,The company has been downsizing for a few years now. Many jobs have been sent over seas and many business practices are questionable.,
28-Jan-17,5,A great place to work.,"the people, a bunch of very nice folks.",I didn't see a down side.,
28-Jan-17,5,Do not work here!,I can't think of any,"Furloughs, layoffs, removed ability to work from home, no dental coverage, no perks. Most boring atmosphere. No collaboration no one accountable for anything.",
29-Jan-17,5,I have been working at Honeywell full-time,"Excellent work life balance. Flexible time. Opportunities to work direct hands on many equipment's, products in lab. Friendly work environment and people.",Benefits are cut short. Social event are minimum. No development or training.,
30-Jan-17,5,"Fun and Interesting Place to Work, Sad State at the Company",Programs are fun to work on. There is a wealth of knowledge from employees who have been there many years. Mots of mentor ship opportunities if you seek out and build relationships with the right experts. Most of the employees are fun to work with. There is tons to learn if you pay attention and strive to build knowledge.,"Benefits are horrible. Cost cutting in all the wrong places. Departments merging that have nothing to do with one another. Employees are some what beat down with RIFS and Furloughs hanging over your head all the time. Quality and customer service would suffer if the employees didn't actually care and didn't work twice as hard like they do. Its very hard to move up unless you job hop, which creates a bunch of people who are mediocre at their jobs and gaps when they move to another department.",
30-Jan-17,5,Quality of Life,NA,"- Management meddling (almost micro-managing) in the cool projects.- Politically correct to annoyance, including layoff choices",
30-Jan-17,5,Great Company to Work For,"Strong stable company. Great people and support. Benefits are not so great, but the pay tends to be good.",Benefits are the weak link at Honeywell. HSA plan with very high deductible and high monthly cost. It is only slightly cheaper then going on your own.,
30-Jan-17,5,Micro management hell!,"Job security, decent pay, nice co-workers",Everything you do is managed to the nth degree. Bad health plan,
30-Jan-17,5,Change is in the air,Good Benefits and very safety minded,Leadership changes and no clear direction,
30-Jan-17,5,Systems Engineer,good exposure to lower/upper management,new managers are less experienced,
30-Jan-17,5,Project Manager,"Other than the people on my team, there is NONE!!!!","2 raises in 7 years and those were a pathetic 2%!!! Furloughs, layoffs, management turnover is incredible, because they just keep forcing them into early retirement if they can't improve sales and growth.",
31-Jan-17,5,Mechanical Engineer II,"Lots of knowledge, wonderful group of people to work with","Upper level management leads with confusion, not knowing to cater to the customer, employees, or share holders. Treated like a child with lots of restrictions.",
02-Feb-17,5,Tech,"Good wages, clean environment","Greedy Ceo and upper management. Although wages are not bad the company takes and takes from the middle class people who make the money for them. They want to keep them down instead of rewarding them for all their hard work. Young people / new hires don't get pensions, long term emploees get their pensions froze, while the CEO make over 50 million with the stock options and bonuses. It's wrong.",
02-Feb-17,5,Mediocre Company,Work with great peopleChallenging WorkWeek off between Christmas and NYE,Health benefits are terribleLots of lateral job movementsTook away telecommuting,
03-Feb-17,5,Good place to work,"Management encourages continuous Improvement ideas from all employee levels. Best ideas are implemented and recognition given to employees. Benefits; 401K, medical, etc were OK.Lots of training to help you advance or stay current with your job requirements.",High management turn over after 2 - 3 years of the acquisition. High workload makes it a bit difficult to balance work and personal life.,
04-Feb-17,5,Honeywell Review,Good people in this company. Exposure to different projects.,No work life balance. No raises for the last 5 years. In the last 12months 4 furloughs of 1 week each. No promotion even if you are considered the best in group.,
05-Feb-17,5,Wouldn't recommend,None that come to mind.,They don't value their employees. Poor benefits and they get worse every year. Implement new policies that negatively impact the employee. Seems like the CEO just wants to cater to the investors at the expense of the employee.Also with such a large corporate environment everything takes 5x longer than it should to get things done and there are too many layers of management for anyone that is not a Sr Manager or Director to have any impact on change.,
05-Feb-17,5,Manufacturing Engineer,-Competitive Pay-Supportive Manager-interesting productI guess i need more than 5 words. That's pretty hard to do in this section,NA,
05-Feb-17,5,Security Police Officer,Sorry management...........we had Lts that thought they were Generals......in reality they were nothing. Money was good thats the only reason people stayed there.,"Long hours. Pension plan sucked; i drew 1,600 a month from age 55 to 62; then they dropped my pension down to 250...because i started getting my social security check. This is one rip off from that company.",
05-Feb-17,5,"Dont believe HR Shill reviews, There is nothing posativer at Honeywell.","The only Pro I can think of is Allied Signal will soon completely destroy another company reputation, and need to acquire another new name.","Cut headcount to unsustainable levels drive employees to continuously do more and more (now driving for 35% overtime) negative culture and moral from top down. Employees are viewed as disposable, Seasoned subject matter experts are leaving the company but instead of acknowledging this as regrettable turnover, it is shrugged off as oh well just hire someone younger for less money. HR is staffed by by 20 & 30 year old inexperienced pawns. That think posting positive reviews are fooling anyone.",
06-Feb-17,5,Sr Engineering Support/Control Account Manager,Good Benefits good working conditions,Downsizing constantly not very secure,
06-Feb-17,5,IT Manager,Work/life balance and flex time,Cost of benefits is only increasing,
07-Feb-17,5,Typical and reducing Aerospace Company,"Great people, great work, opportunity to learn.","Overtime is always required and uncompensated. Removing benefits regularly, layoffs of great people with over 30 years of experience with the company. No future big picture planning, it is all about how do we get profits today.",
07-Feb-17,5,Production Control Planner,Great coworkers. Like to have fun while diligently working.,Management is very demanding and worry more about results than the employees.,
07-Feb-17,5,Program Manager,"Great office, motivated people, growth opportunities seem available.","No work life balance, benefits not great",
08-Feb-17,5,lead tech,2 weeks vacation to start,employees come after company and share holders and health ins,
09-Feb-17,5,Sr. Project Engineer,"People are great and hard working, teamwork atmosphere, flexible hours, accountability","Management structure changes significantly with turnover, each wanting to change things to put their spin on it. This practices leave employees wondering what will come next and hesitant to implement changes.",
09-Feb-17,5,Infrastructure Manager,Good people that try really hard to do the right thing,No good prospects unless you live in India,
09-Feb-17,5,Engineer II,So chaotic its a lot to do,"Pick one, bad management, poor health insurance",
10-Feb-17,5,Excellent place to work,Love it here and you will too!,None really - wouldn't change a thing!,
10-Feb-17,5,a very conservative white shoe old timer american company,if you need a job,not for any young people who want to have a meaningful life,
11-Feb-17,5,Honeywell overview,"Fast pace, smart people, performance culture",Not for everyone if you cannot handle the culture,
12-Feb-17,5,Average to good company to work for,Challenging opportunities and professional co-workers,High deductible insurance and expensive insurance premiums.,
